0.0	-0.646484375	0.216796875	-0.1796875	-0.58203125	0.26953125	-0.22265625	0.12890625	0.201171875	-0.216796875	0.099609375	-0.1484375	-0.091796875	0.107421875	-0.1328125	0.083984375
-0.662109375	0.0	-0.302734375	0.19140625	0.349609375	-0.55078125	0.232421875	-0.1796875	-0.1875	0.23828125	-0.154296875	0.162109375	0.15234375	-0.072265625	0.11328125	-0.083984375
0.248046875	-0.421875	0.0	-0.685546875	-0.2265625	0.234375	-0.498046875	0.3125	0.119140625	-0.158203125	0.12109375	-0.181640625	-0.1640625	0.11328125	-0.140625	0.078125
-0.23046875	0.228515625	-0.650390625	0.0	0.15625	-0.30078125	0.26953125	-0.57421875	-0.154296875	0.125	-0.197265625	0.1640625	0.125	-0.171875	0.15234375	-0.111328125
-0.572265625	0.26171875	-0.265625	0.16015625	0.0	-0.537109375	0.232421875	-0.158203125	-0.38671875	0.2734375	-0.18359375	0.142578125	0.203125	-0.14453125	0.115234375	-0.080078125
0.275390625	-0.541015625	0.287109375	-0.259765625	-0.603515625	0.0	-0.333984375	0.224609375	0.2578125	-0.359375	0.240234375	-0.18359375	-0.248046875	0.20703125	-0.15234375	0.1015625
-0.22265625	0.23828125	-0.47265625	0.240234375	0.234375	-0.38671875	0.0	-0.55078125	-0.21875	0.224609375	-0.396484375	0.2265625	0.099609375	-0.162109375	0.189453125	-0.224609375
0.09375	-0.15625	0.24609375	-0.607421875	-0.189453125	0.248046875	-0.576171875	0.0	0.107421875	-0.177734375	0.28515625	-0.36328125	-0.10546875	0.134765625	-0.2890625	0.193359375
0.20703125	-0.115234375	0.14453125	-0.107421875	-0.37109375	0.240234375	-0.16015625	0.177734375	0.0	-0.53515625	0.177734375	-0.259765625	-0.5859375	0.29296875	-0.220703125	0.158203125
-0.234375	0.162109375	-0.11328125	0.07421875	0.271484375	-0.396484375	0.2421875	-0.13671875	-0.54296875	0.0	-0.40234375	0.26171875	0.2890625	-0.5390625	0.271484375	-0.29296875
0.150390625	-0.130859375	0.16796875	-0.2109375	-0.154296875	0.275390625	-0.41015625	0.267578125	0.220703125	-0.40234375	0.0	-0.49609375	-0.19140625	0.203125	-0.4296875	0.255859375
-0.150390625	0.076171875	-0.21875	0.1640625	0.1796875	-0.224609375	0.205078125	-0.4140625	-0.234375	0.26953125	-0.529296875	0.0	0.16796875	-0.15625	0.27734375	-0.587890625
-0.111328125	0.13671875	-0.12890625	0.1484375	0.212890625	-0.17578125	0.09765625	-0.150390625	-0.58984375	0.267578125	-0.201171875	0.142578125	0.0	-0.64453125	0.240234375	-0.193359375
0.140625	-0.173828125	0.140625	-0.1015625	-0.162109375	0.203125	-0.12109375	0.166015625	0.302734375	-0.484375	0.220703125	-0.2109375	-0.650390625	0.0	-0.384765625	0.220703125
-0.138671875	0.0390625	-0.107421875	0.005859375	0.173828125	-0.146484375	0.16796875	-0.236328125	-0.25	0.255859375	-0.484375	0.3046875	0.23046875	-0.412109375	0.0	-0.68359375
0.05859375	-0.03125	0.16796875	-0.12890625	-0.08203125	0.150390625	-0.169921875	0.15234375	0.158203125	-0.236328125	0.283203125	-0.5625	-0.248046875	0.23046875	-0.66015625	0.0
